City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
353,altay,47.8667,88.1167,19.47,41,0,2.9,CN,23-07-18
354,kamina,-8.7386,24.9906,19.37,29,6,2.02,CD,23-07-18
355,chuzhou,32.3219,118.2978,24.74,95,100,2.18,CN,23-07-18
356,zhaotong,27.3167,103.7167,15.82,93,100,2.03,CN,23-07-18
357,mirny,62.5353,113.9611,12.42,59,100,2.04,RU,23-07-18
358,kachug,53.9606,105.8817,9.98,86,1,1.65,RU,23-07-18
359,la mira,18.035,-102.3266,32.89,54,100,4.23,MX,23-07-18
360,san jose del guaviare,2.5729,-72.6459,28.26,77,11,1.34,CO,23-07-18
361,zhangye,38.9342,100.4517,25.21,25,90,1.93,CN,23-07-18
362,bulanik,39.0929,42.2703,17.79,31,0,2.17,TR,23-07-18
363,solleftea,63.1667,17.2667,17.92,60,85,3.45,SE,23-07-18
364,saint-joseph,-21.3667,55.6167,21.21,77,20,6.51,RE,23-07-18
365,balakhta,55.38,91.6,12.88,78,9,1.99,RU,23-07-18
366,kargasok,59.0556,80.8572,15.0,78,18,1.92,RU,23-07-18
367,altamira,-3.2033,-52.2064,34.05,46,40,2.06,BR,23-07-18
368,ghat,24.9647,10.1728,34.07,9,0,5.24,LY,23-07-18
369,hithadhoo,-0.6,73.0833,27.57,74,52,1.64,MV,23-07-18
370,nha trang,12.25,109.1833,29.0,73,100,1.39,VN,23-07-18
371,hola,51.5377,23.1902,19.1,44,58,2.07,PL,23-07-18
372,chibougamau,49.9168,-74.3659,18.79,68,100,4.25,CA,23-07-18
373,hastings,50.8552,0.5729,19.09,23,9,3.45,GB,23-07-18
374,beidao,34.5686,105.8933,18.85,79,4,2.12,CN,23-07-18
375,lubango,-14.9172,13.4925,13.91,22,0,2.99,AO,23-07-18
376,polyarnyy,69.1989,33.4478,16.33,73,100,1.95,RU,23-07-18
377,bozeman,45.6796,-111.0386,23.56,36,0,2.06,US,23-07-18
378,pisco,-13.7,-76.2167,22.03,60,20,3.6,PE,23-07-18
379,dryden,49.7833,-92.7503,17.16,67,20,2.06,CA,23-07-18
380,taroa,8.7058,171.2275,27.92,80,100,3.86,MH,23-07-18
381,eydhafushi,5.1033,73.0708,28.23,78,100,4.68,MV,23-07-18
382,mount gambier,-37.8333,140.7667,3.35,91,100,2.16,AU,23-07-18
383,qui nhon,13.7667,109.2333,26.69,81,100,2.85,VN,23-07-18
384,gaoping,30.7758,106.1029,25.61,78,100,0.4,CN,23-07-18
385,fort mcmurray,56.7268,-111.381,23.73,53,0,2.57,CA,23-07-18
386,ramanuj ganj,23.8,83.7,26.56,79,100,1.38,IN,23-07-18
387,necochea,-38.5473,-58.7368,8.81,35,5,2.92,AR,23-07-18
388,krasnogorskoye,52.2953,86.1979,15.43,87,0,1.13,RU,23-07-18
389,beloyarskiy,63.7119,66.6722,17.64,68,9,1.47,RU,23-07-18
390,carqueiranne,43.0953,6.073,27.65,73,0,4.12,FR,23-07-18
391,qaqortoq,60.7167,-46.0333,10.65,84,100,2.62,GL,23-07-18
392,owo,7.1962,5.5868,23.15,96,80,2.5,NG,23-07-18
393,trincomalee,8.5711,81.2335,27.4,76,70,10.91,LK,23-07-18
394,kertih,4.5141,103.4483,27.01,89,100,1.03,MY,23-07-18
395,doma,8.3833,8.35,27.58,77,56,2.2,NG,23-07-18
396,grand falls-windsor,48.9332,-55.6649,30.84,67,71,5.11,CA,23-07-18
397,takoradi,4.8845,-1.7554,24.72,91,65,4.6,GH,23-07-18
398,kem',64.9555,34.5793,16.78,72,100,2.4,RU,23-07-18
399,mersing,2.4312,103.8405,24.95,94,40,3.09,MY,23-07-18
400,mujiayingzi,42.1167,118.7833,19.76,69,0,3.82,CN,23-07-18
401,nadym,65.5333,72.5167,17.82,56,8,4.68,RU,23-07-18
402,bikenibeu village,1.3673,173.1241,27.98,83,75,2.06,KI,23-07-18
403,miyako,39.6367,141.9525,21.42,97,100,1.45,JP,23-07-18
404,doganyol,38.3118,39.0382,22.81,18,0,1.8,TR,23-07-18
405,katsuura,35.1333,140.3,24.71,91,99,3.23,JP,23-07-18
406,castillos,-34.1667,-53.8333,10.54,60,44,4.12,UY,23-07-18
407,chinde,26.8418,88.0763,19.95,74,100,1.9,NP,23-07-18
408,merritt,50.1123,-120.7942,24.07,35,5,0.45,CA,23-07-18
409,kamaishi,39.2667,141.8833,21.7,98,100,2.69,JP,23-07-18
410,arrifes,37.7667,-25.7,20.14,73,20,2.57,PT,23-07-18
411,kavaratti,10.5669,72.642,28.25,80,100,8.16,IN,23-07-18
412,kyzyl,51.7,94.45,17.03,53,0,2.14,RU,23-07-18
413,merizo village,13.2658,144.6691,26.59,90,100,4.72,GU,23-07-18
414,zhuji,29.7188,120.2423,25.9,95,100,0.2,CN,23-07-18
415,lerwick,60.1545,-1.1494,13.0,77,100,7.66,GB,23-07-18
416,la mure,44.9026,5.7866,23.91,62,70,2.0,FR,23-07-18
417,santa cruz,-17.8,-63.1667,16.03,67,100,8.23,BO,23-07-18
418,sao joao da barra,-21.6403,-41.0511,25.05,81,44,7.5,BR,23-07-18
419,bambanglipuro,-7.95,110.2833,22.24,91,4,3.3,ID,23-07-18
420,kolokani,13.5728,-8.0339,32.38,41,17,3.03,ML,23-07-18
421,biryusinsk,55.9634,97.8235,11.61,79,5,1.41,RU,23-07-18
422,at taj,24.2049,23.2857,32.31,19,5,5.63,LY,23-07-18
423,magadan,59.5667,150.8,15.56,75,13,2.02,RU,23-07-18
424,davlekanovo,54.2215,55.0343,15.38,89,70,0.94,RU,23-07-18
425,nova sintra,14.8667,-24.7167,22.71,74,59,5.31,CV,23-07-18
426,cobija,-11.0267,-68.7692,30.1,66,75,2.57,BO,23-07-18
427,doba,8.65,16.85,26.81,69,100,1.36,TD,23-07-18
428,ascension,30.2169,-90.9001,34.74,61,40,2.06,US,23-07-18
429,bel ombre,-4.6167,55.4167,25.91,73,20,3.09,SC,23-07-18
430,sarangani,5.4033,125.4636,27.51,74,100,4.97,PH,23-07-18
431,fisterra,42.9049,-9.2629,22.08,80,0,8.6,ES,23-07-18
432,lata,40.1629,-8.3327,18.78,56,0,2.9,PT,23-07-18
433,buzuluk,52.7807,52.2635,15.58,93,2,2.76,RU,23-07-18
434,salalah,17.0151,54.0924,26.05,94,100,4.12,OM,23-07-18
435,sao pedro do sul,-29.6206,-54.1789,11.36,63,2,4.16,BR,23-07-18
436,magadi,12.9667,77.2333,22.09,77,100,7.59,IN,23-07-18
437,castro,-24.7911,-50.0119,12.76,98,100,2.89,BR,23-07-18
438,alaghsas,17.0187,8.0168,38.95,13,83,4.13,NE,23-07-18
439,mosjoen,65.836,13.1908,14.29,72,75,1.54,NO,23-07-18
440,haradok,55.4624,29.9816,13.14,92,75,4.6,BY,23-07-18
441,beyla,8.6833,-8.6333,22.04,94,95,0.41,GN,23-07-18
442,mbanza kongo,-6.267,14.2401,25.45,52,79,3.74,AO,23-07-18
443,asbury,42.5144,-90.7515,25.71,44,75,1.79,US,23-07-18
444,kharkhorin,47.1975,102.8238,12.2,98,100,0.53,MN,23-07-18
445,taoudenni,22.6783,-3.9836,40.74,16,86,7.29,ML,23-07-18
446,dunay,42.8803,132.3375,17.45,97,23,0.92,RU,23-07-18
447,kondopoga,62.2057,34.2614,15.82,71,100,1.46,RU,23-07-18
448,guatrache,-37.6678,-63.5302,10.87,47,100,7.43,AR,23-07-18
449,ovalle,-30.5983,-71.2003,27.63,13,16,1.72,CL,23-07-18
450,gowurdak,37.8124,66.0466,31.3,27,0,6.55,TM,23-07-18
451,samana,19.2056,-69.3369,33.12,75,40,5.14,DO,23-07-18
452,tual,-5.6667,132.75,26.4,80,13,9.0,ID,23-07-18
453,berber,18.0216,33.983,36.67,11,12,2.31,SD,23-07-18
454,bakanas,44.8081,76.2772,29.47,18,0,5.16,KZ,23-07-18
455,hasaki,35.7333,140.8333,24.22,81,100,2.26,JP,23-07-18
456,yaren,-0.5472,166.916,28.33,71,100,1.13,NR,23-07-18
457,onguday,50.75,86.15,14.39,88,0,1.1,RU,23-07-18
458,batu pahat,1.8548,102.9325,25.16,90,100,1.81,MY,23-07-18
459,manokwari,-0.8667,134.0833,26.34,80,16,1.77,ID,23-07-18
460,qarazhal,48.0078,70.7903,24.83,44,87,2.74,KZ,23-07-18
461,berezovyy,51.6667,135.7,18.99,50,32,1.89,RU,23-07-18
462,gargalianoi,37.0667,21.6333,26.34,59,0,1.44,GR,23-07-18
463,staritsa,56.5075,34.9354,14.65,98,100,6.54,RU,23-07-18
464,peace river,56.2501,-117.286,21.17,52,75,5.14,CA,23-07-18
465,tuban,-6.8976,112.0649,22.97,87,0,3.16,ID,23-07-18
466,saudarkrokur,65.7461,-19.6394,7.8,82,21,4.22,IS,23-07-18
467,laguna,38.421,-121.4238,30.61,38,0,4.12,US,23-07-18
468,messaad,34.1543,3.5031,35.05,11,6,4.33,DZ,23-07-18
469,fenyi,27.8112,114.6681,25.22,96,100,1.26,CN,23-07-18
470,magong,23.5654,119.5863,28.37,80,98,2.89,TW,23-07-18
471,forster,-32.1667,152.5167,12.41,68,3,6.11,AU,23-07-18
472,grigoropolisskaya,45.2972,41.0567,21.62,55,44,3.0,RU,23-07-18
473,ar ruways,24.1103,52.7306,31.93,65,6,1.2,AE,23-07-18
474,shenjiamen,29.9576,122.298,26.59,92,100,1.76,CN,23-07-18
475,salinas,36.6777,-121.6555,18.68,72,0,5.66,US,23-07-18
476,garbahaarrey,3.3289,42.2209,27.2,54,25,10.32,SO,23-07-18
477,an nuhud,12.7,28.4333,31.72,42,74,7.93,SD,23-07-18
478,sinop,41.7711,34.8709,15.96,67,76,1.84,TR,23-07-18
479,lobujya,27.95,86.8167,3.43,99,100,1.36,NP,23-07-18
480,punta del este,-34.9667,-54.95,9.49,70,75,4.12,UY,23-07-18
481,bellingham,48.7595,-122.4882,21.6,64,0,2.68,US,23-07-18
482,shingu,33.7333,135.9833,24.68,92,100,2.89,JP,23-07-18
483,utrik,11.2278,169.8474,27.84,83,68,6.27,MH,23-07-18
484,strathfieldsaye,-36.8,144.3667,1.25,53,10,2.26,AU,23-07-18
485,korla,41.7597,86.1469,27.13,34,2,7.19,CN,23-07-18
486,altdorf,49.3875,11.3572,25.02,61,9,0.73,DE,23-07-18
487,nikolayevsk-on-amure,53.1406,140.73,13.78,94,16,0.93,RU,23-07-18
488,igarka,67.4667,86.5833,11.96,82,99,3.55,RU,23-07-18
489,songyuan,45.1171,124.8568,19.48,91,1,2.71,CN,23-07-18
490,tangalle,6.024,80.7911,25.99,83,99,6.3,LK,23-07-18
491,guantanamo,20.1444,-75.2092,27.76,49,100,5.48,CU,23-07-18
492,mukalla,14.5425,49.1242,30.61,66,10,1.99,YE,23-07-18
493,kodinsk,58.6881,99.1844,12.05,62,7,0.55,RU,23-07-18
494,aur,8.1499,171.1687,28.0,81,100,3.28,MH,23-07-18
495,espinosa,-14.9261,-42.8192,31.47,19,4,3.42,BR,23-07-18
496,konarka,19.9,86.1167,27.22,84,68,5.2,IN,23-07-18
497,floro,61.5996,5.0328,12.98,71,75,10.29,NO,23-07-18
498,kunming,25.0389,102.7183,16.96,63,100,5.0,CN,23-07-18
499,pitangueiras,-21.0094,-48.2217,31.29,33,20,1.88,BR,23-07-18
500,mansa,29.9833,75.3833,30.04,72,48,5.0,IN,23-07-18
501,rongelap,11.1635,166.8941,28.21,79,80,5.69,MH,23-07-18
502,mandalgovi,45.7625,106.2708,16.81,75,100,7.32,MN,23-07-18
503,beledweyne,4.7358,45.2036,26.48,58,83,10.56,SO,23-07-18
504,ad dabbah,18.05,30.95,38.09,10,100,4.16,SD,23-07-18
505,yelan',50.949,43.7378,20.01,72,83,3.28,RU,23-07-18
506,tchintabaraden,15.8969,5.7985,39.67,16,92,2.77,NE,23-07-18
507,senanga,-16.1167,23.2667,15.64,33,0,0.77,ZM,23-07-18
508,hangu,39.2489,117.7892,28.02,55,0,3.38,CN,23-07-18
509,thurgoona,-36.0451,146.9919,3.14,100,94,0.89,AU,23-07-18
510,nejo,9.5,35.5,14.6,96,100,0.23,ET,23-07-18
511,dumfries,38.5676,-77.328,31.77,46,0,2.57,US,23-07-18
512,palikir - national government center,6.9248,158.1611,25.41,94,75,2.06,FM,23-07-18
513,la gi,10.6667,107.7833,25.32,92,70,4.28,VN,23-07-18
514,ilomantsi,62.6716,30.9328,14.17,83,93,1.74,FI,23-07-18
515,nantucket,41.2835,-70.0995,25.12,78,0,1.54,US,23-07-18
516,shulan,44.4167,126.95,17.1,94,0,1.74,CN,23-07-18
517,yerofey pavlovich,53.9667,121.9667,16.77,95,100,1.21,RU,23-07-18
518,flying fish cove,-10.4217,105.6791,24.82,83,75,6.69,CX,23-07-18
519,labrador city,52.9463,-66.9114,23.95,46,75,6.69,CA,23-07-18
520,sangueya,10.7,-14.3667,25.12,93,85,2.42,GN,23-07-18
521,katabu,-4.9333,122.5167,24.18,82,100,1.88,ID,23-07-18
522,alo,7.4178,6.7371,25.7,91,98,1.44,NG,23-07-18
523,keelung,25.1283,121.7419,26.72,83,100,1.66,TW,23-07-18
524,wau,7.7029,27.9953,21.34,94,66,2.84,SS,23-07-18
525,wanxian,30.8039,108.3897,25.8,78,100,0.76,CN,23-07-18
526,sant antoni de portmany,38.9807,1.3036,29.25,81,0,1.54,ES,23-07-18
527,dunyapur,29.7995,71.7196,38.07,37,11,2.07,PK,23-07-18
528,alofi,-19.0595,-169.9187,20.94,73,100,4.63,NU,23-07-18
529,sretensk,52.2453,117.7093,18.19,99,100,1.77,RU,23-07-18
530,luganville,-15.5333,167.1667,24.3,87,100,6.59,VU,23-07-18
531,mejit,10.2753,170.8646,27.91,82,19,6.25,MH,23-07-18
532,bandar-e lengeh,26.5579,54.8807,33.22,65,73,1.89,IR,23-07-18
533,conduaga,8.862,117.4893,25.43,82,100,3.26,PH,23-07-18
534,vilyuysk,63.7553,121.6247,7.53,90,38,1.93,RU,23-07-18
535,kristiansund,63.1115,7.732,13.36,58,75,5.66,NO,23-07-18
536,itanagar,27.1,93.6167,24.56,89,97,1.5,IN,23-07-18
537,pishin,30.5803,66.9961,29.5,32,5,2.8,PK,23-07-18
538,esmeralda,21.8525,-78.1169,31.2,66,60,5.25,CU,23-07-18
539,kuta,-8.7233,115.1723,25.97,78,40,5.66,ID,23-07-18
540,verdal,63.7933,11.4817,14.02,85,94,3.32,NO,23-07-18
541,broome,42.2506,-75.833,26.56,74,40,3.09,US,23-07-18
542,bosobolo,4.1833,19.9,22.16,97,100,0.73,CD,23-07-18
543,kirensk,57.7853,108.1119,10.72,89,10,0.88,RU,23-07-18
544,dolisie,-4.1997,12.6739,22.68,78,98,1.99,CG,23-07-18
545,kuanda,56.3161,116.0806,11.97,98,100,4.06,RU,23-07-18
546,yelizovo,53.1873,158.3805,12.08,100,0,1.0,RU,23-07-18
547,vrangel',42.7297,133.0839,17.1,97,26,1.31,RU,23-07-18
548,coquimbo,-29.9533,-71.3436,19.85,59,0,1.54,CL,23-07-18
549,toyooka,35.5333,134.8333,23.85,92,100,2.56,JP,23-07-18
550,faya-largeau,17.9257,19.1043,37.82,11,10,2.89,TD,23-07-18
551,bosaso,11.2842,49.1816,32.49,56,0,1.33,SO,23-07-18
552,alliance,40.9153,-81.1059,26.51,70,16,4.59,US,23-07-18
553,veraval,20.9,70.3667,27.74,87,100,8.35,IN,23-07-18
554,namtsy,62.7161,129.6658,12.99,92,99,4.87,RU,23-07-18
555,shchigry,51.8755,36.9043,17.9,88,69,5.39,RU,23-07-18
556,villa mercedes,-33.6757,-65.4578,15.42,36,9,4.3,AR,23-07-18
557,paragominas,-2.9667,-47.4833,34.06,36,22,1.96,BR,23-07-18
558,quellon,-43.1167,-73.6167,9.14,71,0,6.17,CL,23-07-18
559,cuamba,-14.8031,36.5372,18.19,53,1,1.27,MZ,23-07-18
560,lahad datu,5.0268,118.327,25.0,91,100,1.88,MY,23-07-18
561,dedovichi,57.5517,29.9502,13.95,88,100,4.46,RU,23-07-18
562,soio,-6.1349,12.3689,22.12,85,9,4.34,AO,23-07-18
563,bamyan,34.75,67.25,11.85,48,0,2.73,AF,23-07-18
564,es castell,39.8795,4.2854,29.38,89,0,3.09,ES,23-07-18
565,enriquillo,17.9,-71.2333,32.82,74,100,5.72,DO,23-07-18
566,fonte boa,-2.4959,-66.2662,29.99,65,99,0.41,BR,23-07-18
567,vernon,50.2581,-119.2691,25.19,35,0,1.54,CA,23-07-18
568,kerikeri,-35.2268,173.9474,6.62,93,14,0.45,NZ,23-07-18
569,nagqu,31.5,92.0,3.65,93,100,1.7,CN,23-07-18
570,caldwell,43.6629,-116.6874,28.97,26,0,3.6,US,23-07-18
571,san mauro torinese,45.1058,7.7545,28.59,58,40,2.06,IT,23-07-18
572,marsabit,2.3284,37.9899,21.38,44,2,8.84,KE,23-07-18
573,palmer,42.1584,-72.3287,27.01,80,100,2.57,US,23-07-18
574,kununurra,-15.7667,128.7333,23.99,41,100,3.6,AU,23-07-18
575,ebon,4.582,168.6964,28.05,80,100,5.87,MH,23-07-18
576,afif,23.9065,42.9172,34.69,10,92,2.63,SA,23-07-18
577,dingcheng,32.1272,115.0394,24.86,96,100,1.66,CN,23-07-18
578,porecatu,-22.7558,-51.3792,24.27,57,100,1.78,BR,23-07-18
579,maracaju,-21.6144,-55.1683,21.84,62,100,4.04,BR,23-07-18
580,caluula,11.9661,50.7569,30.68,58,0,2.33,SO,23-07-18
581,coari,-4.085,-63.1414,33.13,45,99,0.74,BR,23-07-18
582,opuwo,-18.0607,13.84,16.07,23,0,3.67,NA,23-07-18
